Unnamed: 0,year,region,installed,technology,agent,category,sector,fuel_consumption_costs
1436,2045,R1,2025,gasCCGT,A1,newcapa,power,0
1437,2045,R1,2040,gasboiler,A1,retrofit,residential,0
1438,2030,R1,2025,gasCCGT,A1,retrofit,power,0
1439,2030,R1,2030,heatpump,A1,retrofit,residential,0
1440,2055,R1,2050,gasboiler,A3,newcapa,residential,0
1441,2050,R1,2045,gasboiler,A3,newcapa,residential,0
1442,2055,R1,2045,gasboiler,A1,newcapa,residential,0
1443,2050,R1,2045,gasboiler,A3,retrofit,residential,670.572.296.004
1444,2045,R1,2040,gasboiler,A2,retrofit,residential,0
1445,2040,R1,2030,gasboiler,A3,retrofit,residential,0
1446,2050,R1,2045,gasboiler,A1,retrofit,residential,0
1447,2045,R1,2025,gasCCGT,A1,newcapa,power,0
1448,2060,R1,2055,gasboiler,A1,retrofit,residential,0
1449,2030,R1,2025,windturbine,A1,retrofit,power,0
1450,2045,R1,2040,gasboiler,A1,retrofit,residential,0.216603982
1451,2060,R1,2025,windturbine,A1,newcapa,power,0
1452,2040,R1,2040,gasboiler,A3,retrofit,residential,0
1453,2040,R1,2025,gasCCGT,A1,retrofit,power,2.63E-05
1454,2060,R1,2025,windturbine,A1,newcapa,power,0
1455,2040,R1,2025,gasCCGT,A1,newcapa,power,0
1456,2035,R1,2030,heatpump,A2,retrofit,residential,0.408432026
1457,2040,R1,2030,windturbine,A1,retrofit,power,0
1458,2060,R1,2050,gasboiler,A3,newcapa,residential,0
1459,2060,R1,2025,gasboiler,A2,newcapa,residential,0
1460,2035,R1,2030,windturbine,A1,newcapa,power,0
1461,2060,R1,2025,windturbine,A1,newcapa,power,0
1462,2055,R1,2040,gasboiler,A3,newcapa,residential,0
1463,2040,R1,2025,gasboiler,A3,retrofit,residential,0
1464,2060,R1,2025,gasboiler,A3,newcapa,residential,0
1465,2055,R1,2035,gasboiler,A2,newcapa,residential,0
1466,2030,R1,2030,heatpump,A2,retrofit,residential,0
1467,2060,R1,2050,gasboiler,A2,newcapa,residential,0
1468,2025,R1,2025,gasboiler,A2,newcapa,residential,0
1469,2060,R1,2050,gasboiler,A3,retrofit,residential,0
1470,2060,R1,2060,gasboiler,A3,retrofit,residential,0
1471,2050,R1,2025,windturbine,A1,newcapa,power,0
1472,2050,R1,2040,gasboiler,A1,newcapa,residential,0
1473,2030,R1,2030,gasboiler,A3,newcapa,residential,0
1474,2040,R1,2030,gasboiler,A3,retrofit,residential,367.654.395.615
1475,2055,R1,2050,gasboiler,A3,newcapa,residential,0
1476,2030,R1,2025,windturbine,A1,retrofit,power,0
1477,2050,R1,2025,gasboiler,A3,newcapa,residential,0
1478,2045,R1,2025,gasCCGT,A1,newcapa,power,0
1479,2060,R1,2050,gasboiler,A3,retrofit,residential,0.177456129
1480,2040,R1,2035,gasboiler,A2,retrofit,residential,0.230951679
1481,2045,R1,2025,gasboiler,A1,retrofit,residential,9.28E-05
1482,2060,R1,2025,windturbine,A1,newcapa,power,0
1483,2050,R1,2025,gasboiler,A1,retrofit,residential,0
1484,2035,R1,2035,gasboiler,A3,retrofit,residential,0
1485,2050,R1,2025,windturbine,A1,newcapa,power,0
1486,2045,R1,2040,gasboiler,A1,retrofit,residential,0
1487,2040,R1,2025,windturbine,A1,retrofit,power,0
1488,2035,R1,2035,gasboiler,A3,newcapa,residential,0
1489,2060,R1,2040,gasboiler,A3,newcapa,residential,0
1490,2050,R1,2025,gasboiler,A1,newcapa,residential,0
1491,2040,R1,2030,heatpump,A2,retrofit,residential,0
1492,2030,R1,2030,gasboiler,A3,newcapa,residential,0
1493,2060,R1,2050,gasboiler,A3,retrofit,residential,0
1494,2035,R1,2025,gasboiler,A2,retrofit,residential,0.208312594
1495,2040,R1,2025,windturbine,A1,retrofit,power,0
1496,2040,R1,2025,gasboiler,A1,retrofit,residential,2.77E-05
1497,2035,R1,2035,gasboiler,A1,retrofit,residential,0
1498,2040,R1,2035,gasboiler,A1,retrofit,residential,242.179.747.597
1499,2035,R1,2025,windturbine,A1,newcapa,power,0
1500,2030,R1,2025,windturbine,A1,newcapa,power,0
1501,2030,R1,2025,gasboiler,A2,retrofit,residential,0.693985496
1502,2025,R1,2025,gasCCGT,A1,newcapa,power,0
1503,2050,R1,2045,gasboiler,A3,retrofit,residential,0
1504,2035,R1,2025,windturbine,A1,newcapa,power,0
1505,2025,R1,2025,gasboiler,A1,retrofit,residential,0
1506,2060,R1,2055,gasboiler,A1,newcapa,residential,0
1507,2055,R1,2045,gasboiler,A1,retrofit,residential,0
1508,2025,R1,2025,gasCCGT,A1,retrofit,power,0
1509,2035,R1,2025,gasboiler,A3,retrofit,residential,0.208312594
1510,2050,R1,2040,gasboiler,A3,retrofit,residential,0
1511,2040,R1,2025,gasboiler,A1,retrofit,residential,3.52E-09
1512,2040,R1,2035,gasboiler,A3,retrofit,residential,0
1513,2045,R1,2025,gasboiler,A3,retrofit,residential,6.96E-05
1514,2060,R1,2040,gasboiler,A2,newcapa,residential,0
1515,2025,R1,2025,gasboiler,A3,retrofit,residential,240.227.810.576
1516,2040,R1,2040,gasboiler,A1,retrofit,residential,0
1517,2030,R1,2030,windturbine,A1,retrofit,power,0
1518,2060,R1,2055,gasboiler,A1,retrofit,residential,0
1519,2030,R1,2025,gasboiler,A2,retrofit,residential,0.116303817
1520,2030,R1,2030,gasboiler,A3,retrofit,residential,0
1521,2055,R1,2025,gasboiler,A2,newcapa,residential,0
1522,2050,R1,2045,gasboiler,A3,retrofit,residential,0.25409313
1523,2025,R1,2025,gasboiler,A1,retrofit,residential,0
1524,2040,R1,2030,heatpump,A2,retrofit,residential,0.121016899
1525,2050,R1,2035,gasboiler,A3,newcapa,residential,0
1526,2050,R1,2035,gasboiler,A1,newcapa,residential,0
1527,2040,R1,2025,windturbine,A1,newcapa,power,0
1528,2045,R1,2040,gasboiler,A3,retrofit,residential,0.542093511
1529,2060,R1,2060,gasboiler,A1,retrofit,residential,0
1530,2030,R1,2025,gasboiler,A2,retrofit,residential,0.387951816
1531,2040,R1,2025,windturbine,A1,newcapa,power,0
1532,2055,R1,2025,gasboiler,A1,newcapa,residential,0
1533,2055,R1,2025,gasboiler,A2,newcapa,residential,0
1534,2030,R1,2025,gasboiler,A2,retrofit,residential,548.643.278.461
1535,2040,R1,2025,gasboiler,A2,retrofit,residential,0
1536,2045,R1,2025,windturbine,A1,retrofit,power,0
1537,2030,R1,2025,gasboiler,A3,retrofit,residential,548.643.278.461
1538,2040,R1,2025,gasCCGT,A1,newcapa,power,0
1539,2040,R1,2025,gasboiler,A3,retrofit,residential,2.64E-09
1540,2045,R1,2040,gasboiler,A3,retrofit,residential,0
1541,2060,R1,2050,gasboiler,A2,retrofit,residential,0
1542,2050,R1,2030,windturbine,A1,retrofit,power,0
1543,2055,R1,2025,gasCCGT,A1,newcapa,power,0
1544,2060,R1,2060,gasboiler,A1,retrofit,residential,0
1545,2050,R1,2040,gasboiler,A1,newcapa,residential,0
1546,2030,R1,2025,gasCCGT,A1,newcapa,power,0
1547,2045,R1,2030,windturbine,A1,retrofit,power,0
1548,2060,R1,2025,gasCCGT,A1,retrofit,power,0
1549,2055,R1,2045,gasboiler,A3,newcapa,residential,0
1550,2055,R1,2025,gasCCGT,A1,retrofit,power,0
1551,2055,R1,2050,gasboiler,A1,retrofit,residential,0.236608172
1552,2060,R1,2050,gasboiler,A3,retrofit,residential,0.589618261
1553,2045,R1,2025,gasboiler,A2,retrofit,residential,2.64E-09
1554,2035,R1,2025,windturbine,A1,retrofit,power,0
1555,2050,R1,2025,gasCCGT,A1,retrofit,power,0
1556,2045,R1,2025,windturbine,A1,newcapa,power,0
1557,2060,R1,2030,windturbine,A1,newcapa,power,0
1558,2050,R1,2050,gasboiler,A2,retrofit,residential,0
1559,2060,R1,2055,gasboiler,A3,newcapa,residential,0
1560,2060,R1,2055,gasboiler,A1,retrofit,residential,28.917.043.781
1561,2055,R1,2045,gasboiler,A2,newcapa,residential,0
1562,2040,R1,2040,gasboiler,A3,newcapa,residential,0
1563,2030,R1,2030,gasboiler,A3,retrofit,residential,0
1564,2055,R1,2030,windturbine,A1,retrofit,power,0
1565,2040,R1,2025,windturbine,A1,retrofit,power,0
1566,2045,R1,2035,gasboiler,A1,retrofit,residential,242.179.747.597
1567,2035,R1,2030,windturbine,A1,newcapa,power,0
1568,2045,R1,2025,windturbine,A1,retrofit,power,0
1569,2045,R1,2040,gasboiler,A3,retrofit,residential,0.162452986
1570,2050,R1,2050,gasboiler,A3,retrofit,residential,0
1571,2055,R1,2050,gasboiler,A2,retrofit,residential,0
1572,2055,R1,2035,gasboiler,A3,newcapa,residential,0
1573,2050,R1,2025,gasboiler,A3,retrofit,residential,6.96E-05
1574,2035,R1,2035,gasboiler,A3,retrofit,residential,0
1575,2060,R1,2050,gasboiler,A1,newcapa,residential,0
1576,2050,R1,2025,windturbine,A1,retrofit,power,0
1577,2045,R1,2035,gasboiler,A3,retrofit,residential,0.770668544
1578,2040,R1,2025,windturbine,A1,retrofit,power,0
1579,2060,R1,2050,gasboiler,A3,retrofit,residential,0.589618261
1580,2055,R1,2025,windturbine,A1,newcapa,power,0
1581,2055,R1,2055,gasboiler,A1,retrofit,residential,0
1582,2035,R1,2030,heatpump,A2,retrofit,residential,0
1583,2055,R1,2030,windturbine,A1,newcapa,power,0
1584,2030,R1,2025,heatpump,A1,retrofit,residential,0
1585,2050,R1,2025,gasboiler,A2,newcapa,residential,0
1586,2060,R1,2050,gasboiler,A2,newcapa,residential,0
1587,2050,R1,2050,gasboiler,A2,retrofit,residential,0
1588,2040,R1,2040,gasboiler,A3,retrofit,residential,0
1589,2050,R1,2045,gasboiler,A1,newcapa,residential,0
1590,2055,R1,2025,gasboiler,A1,retrofit,residential,0
1591,2040,R1,2025,gasboiler,A3,retrofit,residential,0
1592,2035,R1,2025,gasCCGT,A1,retrofit,power,2.08E-03
1593,2055,R1,2025,gasboiler,A2,retrofit,residential,0
1594,2040,R1,2035,gasboiler,A3,retrofit,residential,181.634.810.698
1595,2040,R1,2025,windturbine,A1,newcapa,power,0
1596,2050,R1,2040,gasboiler,A2,newcapa,residential,0
1597,2040,R1,2035,gasboiler,A2,retrofit,residential,0
1598,2035,R1,2035,gasboiler,A3,newcapa,residential,0
1599,2050,R1,2040,gasboiler,A2,newcapa,residential,0
1600,2040,R1,2040,gasboiler,A3,newcapa,residential,0
1601,2045,R1,2025,windturbine,A1,retrofit,power,0
1602,2025,R1,2025,gasboiler,A1,retrofit,residential,0.838343611
1603,2040,R1,2025,gasboiler,A1,retrofit,residential,9.28E-05
1604,2055,R1,2050,gasboiler,A1,retrofit,residential,0
1605,2050,R1,2040,gasboiler,A3,newcapa,residential,0
1606,2045,R1,2040,gasboiler,A1,retrofit,residential,0
1607,2030,R1,2025,heatpump,A1,retrofit,residential,0.134552611
1608,2040,R1,2040,gasboiler,A2,newcapa,residential,0
1609,2050,R1,2025,gasboiler,A1,retrofit,residential,0
1610,2035,R1,2025,gasboiler,A1,retrofit,residential,0
1611,2045,R1,2040,gasboiler,A3,retrofit,residential,0.542093511
1612,2060,R1,2040,gasboiler,A1,newcapa,residential,0
1613,2055,R1,2025,gasCCGT,A1,retrofit,power,0
1614,2055,R1,2025,gasboiler,A2,retrofit,residential,0
1615,2035,R1,2025,gasCCGT,A1,newcapa,power,0
1616,2025,R1,2025,gasboiler,A2,retrofit,residential,0.309912256
1617,2055,R1,2040,gasboiler,A3,newcapa,residential,0
1618,2040,R1,2040,gasboiler,A1,newcapa,residential,0
1619,2025,R1,2025,gasCCGT,A1,retrofit,power,0
1620,2060,R1,2025,gasCCGT,A1,newcapa,power,0
1621,2025,R1,2025,gasboiler,A3,retrofit,residential,0
1622,2055,R1,2025,windturbine,A1,newcapa,power,0
1623,2055,R1,2050,gasboiler,A3,newcapa,residential,0
1624,2055,R1,2045,gasboiler,A1,newcapa,residential,0
1625,2045,R1,2045,gasboiler,A2,retrofit,residential,0
1626,2040,R1,2035,gasboiler,A3,retrofit,residential,0
1627,2055,R1,2055,gasboiler,A1,retrofit,residential,0
1628,2050,R1,2025,gasCCGT,A1,retrofit,power,0
1629,2060,R1,2030,windturbine,A1,newcapa,power,0
1630,2040,R1,2035,gasboiler,A3,retrofit,residential,0
1631,2030,R1,2025,gasboiler,A2,retrofit,residential,0
1632,2060,R1,2035,gasboiler,A3,newcapa,residential,0
1633,2045,R1,2025,windturbine,A1,newcapa,power,0
1634,2030,R1,2025,gasboiler,A2,retrofit,residential,0
1635,2050,R1,2040,gasboiler,A2,retrofit,residential,0.162452986
1636,2060,R1,2030,windturbine,A1,newcapa,power,0
1637,2035,R1,2025,gasboiler,A3,retrofit,residential,0
1638,2030,R1,2025,windturbine,A1,newcapa,power,0
1639,2045,R1,2045,gasboiler,A3,newcapa,residential,0
1640,2050,R1,2025,gasboiler,A3,retrofit,residential,2.64E-09
1641,2050,R1,2040,gasboiler,A3,retrofit,residential,0
1642,2055,R1,2025,gasboiler,A3,retrofit,residential,9.57E-09
1643,2050,R1,2025,windturbine,A1,retrofit,power,0
1644,2025,R1,2025,gasboiler,A1,retrofit,residential,0
1645,2035,R1,2025,gasCCGT,A1,newcapa,power,0
1646,2060,R1,2060,gasboiler,A3,retrofit,residential,0
1647,2045,R1,2045,gasboiler,A1,retrofit,residential,0
1648,2035,R1,2030,heatpump,A2,retrofit,residential,0
1649,2045,R1,2025,gasCCGT,A1,retrofit,power,0
1650,2055,R1,2055,gasboiler,A3,retrofit,residential,0
1651,2035,R1,2025,gasboiler,A2,retrofit,residential,0
1652,2055,R1,2025,gasCCGT,A1,retrofit,power,0
1653,2055,R1,2050,gasboiler,A2,retrofit,residential,0
1654,2025,R1,2025,gasboiler,A3,newcapa,residential,0
1655,2060,R1,2050,gasboiler,A3,retrofit,residential,464.257.668.596
1656,2055,R1,2040,gasboiler,A3,newcapa,residential,0
1657,2050,R1,2040,gasboiler,A2,retrofit,residential,0
1658,2045,R1,2040,gasboiler,A2,retrofit,residential,127.763.164.896
1659,2040,R1,2040,gasboiler,A2,retrofit,residential,0
1660,2050,R1,2025,gasboiler,A3,retrofit,residential,2.64E-09
1661,2060,R1,2025,windturbine,A1,newcapa,power,0
1662,2055,R1,2050,gasboiler,A3,retrofit,residential,0.589618261
1663,2045,R1,2030,windturbine,A1,newcapa,power,0
1664,2025,R1,2025,windturbine,A1,retrofit,power,0
1665,2060,R1,2050,gasboiler,A1,newcapa,residential,0
1666,2060,R1,2025,gasCCGT,A1,newcapa,power,0
1667,2050,R1,2050,gasboiler,A1,retrofit,residential,0
1668,2055,R1,2025,gasCCGT,A1,retrofit,power,0
1669,2060,R1,2055,gasboiler,A2,newcapa,residential,0
1670,2025,R1,2025,gasboiler,A3,retrofit,residential,0
1671,2060,R1,2055,gasboiler,A2,newcapa,residential,0
1672,2050,R1,2040,gasboiler,A1,retrofit,residential,0
1673,2035,R1,2025,gasboiler,A3,retrofit,residential,0.694577571
1674,2060,R1,2050,gasboiler,A2,newcapa,residential,0
1675,2055,R1,2025,windturbine,A1,newcapa,power,0
1676,2050,R1,2025,gasboiler,A2,retrofit,residential,6.96E-05
1677,2055,R1,2040,gasboiler,A2,newcapa,residential,0
1678,2060,R1,2040,gasboiler,A1,newcapa,residential,0
1679,2060,R1,2050,gasboiler,A1,retrofit,residential,0
1680,2040,R1,2025,gasboiler,A1,retrofit,residential,0
1681,2050,R1,2050,gasboiler,A1,retrofit,residential,0
1682,2050,R1,2040,gasboiler,A1,newcapa,residential,0
1683,2060,R1,2025,gasboiler,A3,retrofit,residential,2.25E-05
1684,2055,R1,2025,gasboiler,A1,newcapa,residential,0
1685,2055,R1,2035,gasboiler,A3,newcapa,residential,0
1686,2055,R1,2025,gasCCGT,A1,newcapa,power,0
1687,2060,R1,2025,gasboiler,A1,retrofit,residential,0
1688,2035,R1,2025,gasboiler,A1,retrofit,residential,0
1689,2030,R1,2025,gasboiler,A3,retrofit,residential,0
1690,2030,R1,2025,gasboiler,A3,retrofit,residential,0.693985496
1691,2045,R1,2025,windturbine,A1,retrofit,power,0
1692,2035,R1,2025,gasCCGT,A1,retrofit,power,7.89E-09
1693,2045,R1,2025,gasboiler,A2,retrofit,residential,8.80E-09
1694,2040,R1,2025,windturbine,A1,newcapa,power,0
1695,2025,R1,2025,gasboiler,A2,retrofit,residential,102.429.200.546
1696,2060,R1,2055,gasboiler,A3,retrofit,residential,0.277559584
1697,2040,R1,2025,windturbine,A1,retrofit,power,0
1698,2030,R1,2030,heatpump,A2,newcapa,residential,0
1699,2040,R1,2025,windturbine,A1,newcapa,power,0
1700,2025,R1,2025,gasboiler,A3,retrofit,residential,0
1701,2045,R1,2040,gasboiler,A3,retrofit,residential,0
1702,2035,R1,2030,windturbine,A1,newcapa,power,0
1703,2040,R1,2040,gasboiler,A1,newcapa,residential,0
1704,2060,R1,2045,gasboiler,A3,newcapa,residential,0
1705,2040,R1,2030,windturbine,A1,retrofit,power,0
1706,2025,R1,2025,windturbine,A1,retrofit,power,0
1707,2050,R1,2025,gasboiler,A2,retrofit,residential,0
1708,2050,R1,2050,gasboiler,A1,retrofit,residential,0
1709,2050,R1,2045,gasboiler,A2,newcapa,residential,0
1710,2025,R1,2025,gasboiler,A1,newcapa,residential,0
1711,2025,R1,2025,heatpump,A1,retrofit,residential,0
1712,2055,R1,2055,gasboiler,A2,retrofit,residential,0
1713,2060,R1,2025,gasCCGT,A1,retrofit,power,0
1714,2060,R1,2035,gasboiler,A2,newcapa,residential,0
1715,2050,R1,2025,gasboiler,A2,newcapa,residential,0
1716,2030,R1,2025,gasboiler,A3,retrofit,residential,0.387951816
1717,2045,R1,2035,gasboiler,A2,retrofit,residential,0.770668544
1718,2060,R1,2060,gasboiler,A1,retrofit,residential,0
1719,2060,R1,2050,gasboiler,A2,newcapa,residential,0
1720,2050,R1,2045,gasboiler,A3,newcapa,residential,0
1721,2035,R1,2030,gasboiler,A3,retrofit,residential,0
1722,2030,R1,2025,gasCCGT,A1,newcapa,power,0
1723,2055,R1,2050,gasboiler,A1,retrofit,residential,0
1724,2035,R1,2030,heatpump,A2,retrofit,residential,0
1725,2035,R1,2025,windturbine,A1,retrofit,power,0
1726,2060,R1,2050,gasboiler,A3,newcapa,residential,0
1727,2060,R1,2035,gasboiler,A2,newcapa,residential,0
1728,2050,R1,2050,gasboiler,A2,retrofit,residential,0
1729,2055,R1,2035,gasboiler,A1,newcapa,residential,0
1730,2025,R1,2025,gasboiler,A1,newcapa,residential,0
1731,2025,R1,2025,gasboiler,A2,retrofit,residential,0
1732,2040,R1,2025,gasCCGT,A1,newcapa,power,0
1733,2040,R1,2025,windturbine,A1,retrofit,power,0
1734,2055,R1,2045,gasboiler,A2,retrofit,residential,0.277559584
1735,2050,R1,2025,gasboiler,A3,newcapa,residential,0
1736,2050,R1,2025,windturbine,A1,newcapa,power,0
1737,2035,R1,2035,gasboiler,A2,newcapa,residential,0
1738,2060,R1,2025,gasboiler,A2,newcapa,residential,0
1739,2055,R1,2025,gasCCGT,A1,retrofit,power,0
1740,2055,R1,2050,gasboiler,A1,newcapa,residential,0
1741,2050,R1,2035,gasboiler,A3,newcapa,residential,0
1742,2050,R1,2040,gasboiler,A2,retrofit,residential,127.763.164.896
1743,2035,R1,2025,windturbine,A1,retrofit,power,0
1744,2040,R1,2040,gasboiler,A2,newcapa,residential,0
1745,2030,R1,2025,heatpump,A1,retrofit,residential,0.016819083
1746,2035,R1,2025,windturbine,A1,newcapa,power,0
1747,2030,R1,2025,gasCCGT,A1,newcapa,power,0
1748,2060,R1,2055,gasboiler,A2,newcapa,residential,0
1749,2060,R1,2025,gasboiler,A2,newcapa,residential,0
1750,2060,R1,2055,gasboiler,A2,retrofit,residential,0
1751,2035,R1,2030,windturbine,A1,newcapa,power,0
1752,2060,R1,2025,gasboiler,A2,retrofit,residential,2.25E-05
1753,2025,R1,2025,windturbine,A1,retrofit,power,0
1754,2050,R1,2040,gasboiler,A1,newcapa,residential,0
1755,2025,R1,2025,gasboiler,A3,retrofit,residential,0
1756,2030,R1,2025,gasboiler,A1,retrofit,residential,0
1757,2040,R1,2040,gasboiler,A1,newcapa,residential,0
1758,2035,R1,2035,gasboiler,A2,retrofit,residential,0
1759,2050,R1,2025,gasCCGT,A1,newcapa,power,0
1760,2055,R1,2035,gasboiler,A1,newcapa,residential,0
1761,2040,R1,2025,windturbine,A1,retrofit,power,0
1762,2030,R1,2025,windturbine,A1,retrofit,power,0
1763,2050,R1,2025,gasboiler,A2,newcapa,residential,0
1764,2035,R1,2025,gasboiler,A1,retrofit,residential,0
1765,2045,R1,2025,gasCCGT,A1,newcapa,power,0
1766,2045,R1,2030,windturbine,A1,retrofit,power,0
1767,2030,R1,2025,gasboiler,A2,retrofit,residential,0.20804945
1768,2040,R1,2025,gasCCGT,A1,newcapa,power,0
1769,2055,R1,2055,gasboiler,A2,retrofit,residential,0
1770,2060,R1,2040,gasboiler,A2,newcapa,residential,0
1771,2045,R1,2035,gasboiler,A2,retrofit,residential,0
1772,2050,R1,2040,gasboiler,A3,newcapa,residential,0
1773,2045,R1,2035,gasboiler,A3,retrofit,residential,0
1774,2035,R1,2025,gasboiler,A3,retrofit,residential,2.64E-09
1775,2060,R1,2060,gasboiler,A2,retrofit,residential,0
1776,2050,R1,2040,gasboiler,A3,retrofit,residential,0.542093511
1777,2055,R1,2030,windturbine,A1,retrofit,power,0
1778,2055,R1,2025,gasboiler,A2,newcapa,residential,0
1779,2045,R1,2025,windturbine,A1,newcapa,power,0
1780,2040,R1,2030,heatpump,A2,retrofit,residential,0
1781,2055,R1,2040,gasboiler,A2,newcapa,residential,0
1782,2040,R1,2025,gasboiler,A2,retrofit,residential,0
1783,2060,R1,2050,gasboiler,A2,retrofit,residential,0
1784,2040,R1,2030,windturbine,A1,retrofit,power,0
1785,2045,R1,2045,gasboiler,A2,retrofit,residential,0
1786,2060,R1,2060,gasboiler,A2,retrofit,residential,0
1787,2050,R1,2045,gasboiler,A3,newcapa,residential,0
1788,2050,R1,2040,gasboiler,A2,newcapa,residential,0
1789,2045,R1,2035,gasboiler,A2,retrofit,residential,0
1790,2060,R1,2050,gasboiler,A3,newcapa,residential,0
1791,2055,R1,2045,gasboiler,A2,retrofit,residential,0
1792,2055,R1,2040,gasboiler,A3,newcapa,residential,0
1793,2045,R1,2045,gasboiler,A1,retrofit,residential,0
1794,2030,R1,2025,gasCCGT,A1,retrofit,power,0
1795,2055,R1,2045,gasboiler,A3,newcapa,residential,0
1796,2060,R1,2030,windturbine,A1,newcapa,power,0
1797,2030,R1,2025,gasboiler,A1,retrofit,residential,0
1798,2045,R1,2025,windturbine,A1,newcapa,power,0
1799,2025,R1,2025,gasboiler,A1,retrofit,residential,0
1800,2035,R1,2025,windturbine,A1,retrofit,power,0
1801,2030,R1,2025,gasboiler,A3,retrofit,residential,0
1802,2035,R1,2025,windturbine,A1,retrofit,power,0
1803,2060,R1,2025,gasCCGT,A1,retrofit,power,0
1804,2050,R1,2025,windturbine,A1,newcapa,power,0
1805,2035,R1,2025,windturbine,A1,retrofit,power,0
1806,2035,R1,2025,gasCCGT,A1,retrofit,power,0
1807,2050,R1,2025,windturbine,A1,retrofit,power,0
1808,2050,R1,2025,gasboiler,A3,newcapa,residential,0
1809,2035,R1,2035,gasboiler,A2,retrofit,residential,0
1810,2060,R1,2050,gasboiler,A1,newcapa,residential,0
1811,2050,R1,2035,gasboiler,A1,newcapa,residential,0
1812,2050,R1,2050,gasboiler,A3,retrofit,residential,0
1813,2035,R1,2025,windturbine,A1,retrofit,power,0
1814,2040,R1,2040,gasboiler,A1,newcapa,residential,0
1815,2055,R1,2035,gasboiler,A1,newcapa,residential,0
1816,2025,R1,2025,windturbine,A1,retrofit,power,0
1817,2060,R1,2055,gasboiler,A1,retrofit,residential,0
1818,2060,R1,2055,gasboiler,A3,retrofit,residential,0
1819,2030,R1,2030,gasboiler,A3,retrofit,residential,0
1820,2045,R1,2025,gasboiler,A2,retrofit,residential,0
1821,2045,R1,2040,gasboiler,A2,retrofit,residential,0.162452986
1822,2050,R1,2040,gasboiler,A3,newcapa,residential,0
1823,2055,R1,2025,windturbine,A1,newcapa,power,0
1824,2055,R1,2035,gasboiler,A3,newcapa,residential,0
1825,2050,R1,2025,gasboiler,A3,newcapa,residential,0
1826,2055,R1,2025,gasboiler,A3,newcapa,residential,0
1827,2035,R1,2035,gasboiler,A2,newcapa,residential,0
1828,2045,R1,2045,gasboiler,A2,newcapa,residential,0
1829,2035,R1,2025,windturbine,A1,newcapa,power,0
1830,2055,R1,2050,gasboiler,A1,newcapa,residential,0
1831,2040,R1,2030,gasboiler,A3,retrofit,residential,0
1832,2060,R1,2025,windturbine,A1,newcapa,power,0
1833,2040,R1,2035,gasboiler,A1,retrofit,residential,0
1834,2035,R1,2035,gasboiler,A2,retrofit,residential,0
1835,2050,R1,2040,gasboiler,A1,retrofit,residential,170.350.886.528
1836,2060,R1,2025,windturbine,A1,newcapa,power,0
1837,2050,R1,2025,gasCCGT,A1,retrofit,power,0
1838,2055,R1,2025,gasboiler,A2,newcapa,residential,0
1839,2045,R1,2035,gasboiler,A1,retrofit,residential,102.755.805.825
1840,2035,R1,2035,gasboiler,A3,retrofit,residential,0
1841,2045,R1,2035,gasboiler,A3,retrofit,residential,0
1842,2045,R1,2025,windturbine,A1,retrofit,power,0
1843,2035,R1,2025,windturbine,A1,newcapa,power,0
1844,2050,R1,2025,gasboiler,A2,retrofit,residential,8.80E-09
1845,2030,R1,2030,heatpump,A2,retrofit,residential,0
1846,2060,R1,2025,gasboiler,A1,retrofit,residential,3.00E-05
1847,2060,R1,2060,gasboiler,A1,retrofit,residential,0
1848,2045,R1,2040,gasboiler,A3,retrofit,residential,0
1849,2035,R1,2035,gasboiler,A2,newcapa,residential,0
1850,2030,R1,2025,gasboiler,A2,retrofit,residential,0.20804945
1851,2035,R1,2030,heatpump,A1,retrofit,residential,0.161355866
1852,2035,R1,2035,gasboiler,A2,newcapa,residential,0
1853,2060,R1,2040,gasboiler,A1,newcapa,residential,0
1854,2055,R1,2045,gasboiler,A3,retrofit,residential,0
1855,2025,R1,2025,gasboiler,A3,retrofit,residential,102.429.200.546
1856,2035,R1,2030,heatpump,A2,retrofit,residential,0.015127114
1857,2050,R1,2025,gasboiler,A3,retrofit,residential,0
1858,2045,R1,2025,gasboiler,A2,retrofit,residential,6.96E-05
1859,2025,R1,2025,windturbine,A1,retrofit,power,0
1860,2055,R1,2025,gasCCGT,A1,retrofit,power,0
1861,2035,R1,2035,gasboiler,A3,newcapa,residential,0
1862,2060,R1,2040,gasboiler,A3,newcapa,residential,0
1863,2025,R1,2025,gasboiler,A2,retrofit,residential,0
1864,2050,R1,2050,gasboiler,A3,retrofit,residential,0
1865,2060,R1,2060,gasboiler,A3,retrofit,residential,0
1866,2060,R1,2060,gasboiler,A1,retrofit,residential,0
1867,2045,R1,2025,windturbine,A1,newcapa,power,0
1868,2045,R1,2025,gasboiler,A2,retrofit,residential,0
1869,2050,R1,2040,gasboiler,A2,retrofit,residential,428.726.554.356
1870,2025,R1,2025,gasboiler,A2,newcapa,residential,0
1871,2050,R1,2025,gasCCGT,A1,retrofit,power,0
1872,2060,R1,2060,gasboiler,A3,retrofit,residential,0
1873,2045,R1,2045,gasboiler,A2,newcapa,residential,0
1874,2045,R1,2035,gasboiler,A3,retrofit,residential,0
1875,2060,R1,2055,gasboiler,A3,retrofit,residential,0
1876,2035,R1,2025,gasboiler,A2,retrofit,residential,8.82E-09
1877,2035,R1,2035,gasboiler,A1,newcapa,residential,0
1878,2040,R1,2025,gasboiler,A1,retrofit,residential,0
1879,2030,R1,2025,windturbine,A1,retrofit,power,0
